название,описание,цена,картинка
Ноутбук Asus X509JA Intel Core i3-1005G1 4GB DDR4 128GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4 GB DDR4; накопитель 128 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",49140 сом,https://www.kivano.kg/images/product/105401/1649926994_96286700.png
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 12GB DDR4 256GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 12 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",67520 сом,https://www.kivano.kg/images/product/106937/1653537616_37371400.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 8GB DDR4 256GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",45810 сом,https://www.kivano.kg/images/product/108217/1656564767_45522200.jpg
Ноутбук Lenovo Legion Slim 7 Gaming AMD Ryzen 7-5800H 16GB DDR 1000GB SSD Nvidia RTX3060 6GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: AMD Ryzen 7-5800H; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: Nvidia RTX 3060; Объем оперативной памяти: 16 GB DDR4; Объем накопителя SSD: 1000 GB; Вес: от 1.9 кг            ",181240 сом,https://www.kivano.kg/images/product/108473/1657171949_52662700.png
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 1000GB HDD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 1000 GB; Вес: от 1.9 кг            ",44760 сом,https://www.kivano.kg/images/product/87226/1608790990_15205900.jpg
Ноутбук HP ENVY x360 15-ds1010wm AMD Ryzen 5 4500U 8GB DDR4 256GB SSD AMD Radeon Vega 6 FHD черный,"



        Тип: ноутбук; Процессор: AMD Ryzen 5 4500U; Разрешение экрана: 1920х1080 Full HD; Графический контроллер: AMD Radeon Vega 6; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес: от 2.05 кг            ",87160 сом,https://www.kivano.kg/images/product/87994/1611545814_94978500.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 128GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 128 Гб; DVDRW нет; вес от 1.9 кг            ",43620 сом,https://www.kivano.kg/images/product/88762/1612958302_89093500.jpg
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 256GB SSD NVIDIA MX330 FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 256 Гб; DVDRW нет; вес...            ",51500 сом,https://www.kivano.kg/images/product/92602/1621451226_22175000.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 12GB DDR4 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 12 GB DDR4; накопитель SSD 256 GB; DVDRW нет;...            ",48710 сом,https://www.kivano.kg/images/product/102074/1640846031_75801400.jpg
Ноутбук Haier U1520SM Intel Celeron N4020 4GB DDR 128GB SSD Intel HD Graphics 600 FHD DOS серебристый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: Intel Celeron N4020; Разрешение экрана: 1920 x 1080 Full HD; Графический контроллер: Intel Graphics; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 128 GB; Вес: от 1.5 кг            ",22790 сом,https://www.kivano.kg/images/product/103610/1645696102_90534100.png
Ноутбук Acer Extensa EX215-54 Intel Core i3-1115G4 4GB DDR4 1000GB HDD + 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" LCD 1920x1080; оперативная память 4 GB DDR4; накопитель HDD 1000 GB + SSD...            ",47740 сом,https://www.kivano.kg/images/product/104378/1647491985_25386300.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 8GB DDR4 128GB SSD FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8 GB DDR4; накопитель 128 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",46510 сом,https://www.kivano.kg/images/product/105402/1649927026_87044900.png
Ноутбук Lenovo IP3 15IML05 Intel Core i7-10510U 20GB DDR4 256GB SSD NVIDIA MX330 FHD DOS Platinum Gray,"



        Операционная система DOS; процессор Intel Core i7-10510U (4/8) 1800-4900 MHz; оперативная память 20 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер NVIDIA MX330            ",71000 сом,https://www.kivano.kg/images/product/106938/1653537627_44216000.jpg
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 16GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD W11 Silver,"



        Операционная система Windows 11; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",71440 сом,https://www.kivano.kg/images/product/107706/1655839380_44152500.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 12GB DDR4 256GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 12GB DDR4; накопитель 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",47210 сом,https://www.kivano.kg/images/product/108218/1656564786_08326200.jpg
Ноутбук Lenovo IdeaPad Gaming 3 Intel Core i5-11300H 8GB DDR 512GB SSD Nvidia GTX 1650 4GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: Intel Core i5-11300H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia GTX 1650; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес: от 2.3 кг            ",89160 сом,https://www.kivano.kg/images/product/108474/1657172326_18679800.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 256GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 4 GB DDR4; Объем накопителя SSD: 256 GB; Вес: от 1.9 кг            ",45280 сом,https://www.kivano.kg/images/product/87227/1608791114_54499600.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 256GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 256 Гб; DVDRW нет; вес от 1.9 кг            ",44670 сом,https://www.kivano.kg/images/product/88763/1612958314_38952200.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 16GB DDR4 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 16 GB DDR4; накопитель SSD 256 GB; DVDRW нет;...            ",51330 сом,https://www.kivano.kg/images/product/102075/1640846042_50868000.jpg
Ноутбук Lenovo IdeaPad 1 AMD 3020E 4GB DDR 128GB SSD AMD Radeon Graphics HD DOS серый,"



        Тип: ноутбук; Операционная система: DOS; Процессор: AMD 3020e; Разрешение экрана: 1366x768 HD; Графический контроллер: AMD Radeon Graphics; Объем оперативной памяти: 4 GB DDR; Объем накопителя SSD: 128 GB; Вес: от 1.2 кг            ",29390 сом,https://www.kivano.kg/images/product/103611/1645696643_71036700.jpg
Ноутбук Acer Extensa EX215-54 Intel Core i3-1115G4 8GB DDR4 1000GB HDD + 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" LCD 1920x1080; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD...            ",50010 сом,https://www.kivano.kg/images/product/104379/1647491994_44548500.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 8GB DDR4 128GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8 GB DDR4; накопитель 128 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",48520 сом,https://www.kivano.kg/images/product/105403/1649927061_84209900.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX350 FHD W11 Silver,"



        Операционная система Windows 11; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 1000GB HDD + 512GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",67950 сом,https://www.kivano.kg/images/product/107707/1655839389_79119900.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 20GB DDR4 256GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 20GB DDR4; накопитель 256GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",50450 сом,https://www.kivano.kg/images/product/108219/1656564807_17334700.jpg
Ноутбук Lenovo IdeaPad Gaming 3 AMD Ryzen 7-5800H 8GB DDR 512GB SSD Nvidia RTX 3060 6GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 11; Процессор: AMD Ryzen 7-5800H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia RTX 3060; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 512 Gb; Вес: от 2.3 кг            ",128290 сом,https://www.kivano.kg/images/product/108475/1657172557_86604600.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 4GB DDR4 500GB HDD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 4 GB DDR4; Объем накопителя HDD: 500 GB; Вес: от 1.9 кг            ",44580 сом,https://www.kivano.kg/images/product/87228/1608791590_18394400.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель SSD 512 Гб; DVDRW нет; вес от 1.9 кг            ",46420 сом,https://www.kivano.kg/images/product/88764/1612958326_58774600.jpg
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 4GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 4 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            ",52200 сом,https://www.kivano.kg/images/product/92604/1621451252_02021800.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 4GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 4 GB DDR4; накопитель SSD 512 GB; DVDRW нет;...            ",46950 сом,https://www.kivano.kg/images/product/102076/1640846059_16164900.jpg
Ноутбук Acer Extensa EX215-54 Intel Core i3-1115G4 12GB DDR4 1000GB HDD + 256GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" LCD 1920x1080; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD...            ",52380 сом,https://www.kivano.kg/images/product/104380/1647492004_21058200.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 4GB DDR4 256GB SSD FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",45630 сом,https://www.kivano.kg/images/product/105404/1649927093_91366900.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 16GB DDR4 500GB HDD + 512GB SSD NVIDIA MX350 FHD W11 Silver,"



        Операционная система Windows 11; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 500GB HDD + 512GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",70740 сом,https://www.kivano.kg/images/product/107708/1655839399_46579900.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 4GB DDR4 512GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 4GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",47120 сом,https://www.kivano.kg/images/product/108220/1656565218_69517600.jpg
Ноутбук Lenovo IdeaPad Gaming 3 AMD Ryzen 5-5600H 8GB DDR 256GB SSD Nvidia GTX 1650 4GB FHD W11 черный,"



        Тип: ноутбук; Операционная система: Windows 10; Процессор: AMD Ryzen 5-5600H; Разрешение экрана: 1920x1080 Full HD; Графический контроллер: Nvidia GTX 1650; Объем оперативной памяти: 8 Gb DDR4; Объем накопителя SSD: 256 Gb; Вес: от 2.3 кг            ",83490 сом,https://www.kivano.kg/images/product/108476/1657172830_75523600.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 128GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя SSD: 128 GB; Вес: от 1.9 кг            ",46600 сом,https://www.kivano.kg/images/product/87229/1608791681_33143200.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 4GB DDR4 1000GB HDD + 128GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 4 Гб; накопитель HDD 1000 Гб + SSD 128 Гб; DVDRW нет; вес...            ",44490 сом,https://www.kivano.kg/images/product/88765/1612958338_87920800.jpg
Ноутбук Acer Aspire A315-57G Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 512GB SSD NVIDIA MX330 FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер дискретный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            ",54390 сом,https://www.kivano.kg/images/product/92605/1621451265_17778100.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 8GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 8 GB DDR4; накопитель SSD 512 GB; DVDRW нет;...            ",49570 сом,https://www.kivano.kg/images/product/102077/1640846069_15042200.jpg
Ноутбук Acer Extensa EX215-54 Intel Core i3-1115G4 8GB DDR4 1000GB HDD + 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" LCD 1920x1080; оперативная память 8 GB DDR4; накопитель HDD 1000 GB + SSD...            ",51500 сом,https://www.kivano.kg/images/product/104381/1647492014_21947100.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 4GB DDR4 256GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 4 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",50010 сом,https://www.kivano.kg/images/product/105405/1649927126_99766000.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 8GB DDR4 500GB HDD + 512GB SSD NVIDIA MX350 FHD W11 Silver,"



        Операционная система Windows 11; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 500GB HDD + 512GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",67250 сом,https://www.kivano.kg/images/product/107709/1655839411_60861700.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 8GB DDR4 512GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 8GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",48260 сом,https://www.kivano.kg/images/product/108221/1656565231_48455600.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 1000GB HDD + 128GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 128 GB; Вес: от 1.9 кг            ",49750 сом,https://www.kivano.kg/images/product/87230/1608791777_44793500.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 128GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 128 Гб; DVDRW нет; вес...            ",46950 сом,https://www.kivano.kg/images/product/88766/1612958352_09841200.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 12GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 12 GB DDR4; накопитель SSD 512 GB; DVDRW нет;...            ",52200 сом,https://www.kivano.kg/images/product/102078/1640846078_31546400.jpg
Ноутбук Acer Extensa EX215-54 Intel Core i3-1115G4 12GB DDR4 1000GB HDD + 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3-1115G4 (2/4) 3000 - 4100 MHz; видеоадаптер Intel Graphics; экран 15.6"" LCD 1920x1080; оперативная память 12 GB DDR4; накопитель HDD 1000 GB + SSD...            ",54130 сом,https://www.kivano.kg/images/product/104382/1647492026_00241900.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 8GB DDR4 256GB SSD FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",47390 сом,https://www.kivano.kg/images/product/105406/1649927161_56709900.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 16GB DDR4 256GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 256GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",66640 сом,https://www.kivano.kg/images/product/107710/1655841259_23783800.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 12GB DDR4 512GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 12GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",49220 сом,https://www.kivano.kg/images/product/108222/1656565243_53108300.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 1000GB HDD + 256GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 256 GB; Вес: от 1.9 кг            ",50630 сом,https://www.kivano.kg/images/product/87231/1608791859_48543900.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 256GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 256 Гб; DVDRW нет; вес...            ",48090 сом,https://www.kivano.kg/images/product/88767/1612958363_07085700.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 4GB DDR4 500GB HDD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366х768; объем оперативной памяти 4 Гб; накопитель HDD 500 Гб; DVDRW нет; вес от 1.9 кг            ",37740 сом,https://www.kivano.kg/images/product/89535/1614785988_16477000.jpg
Ноутбук HP 250 G8 Intel Core i3-1005G1 16GB DDR4 512GB SSD FHD DOS Black,"



        Операционная система DOS; процессор Intel Core i3 (2/4) 1200 - 3400 MHz; видеоадаптер Intel Graphics; экран 15.6"" TN 1920x1080; оперативная память 16 GB DDR4; накопитель SSD 512 GB; DVDRW нет;...            ",54830 сом,https://www.kivano.kg/images/product/102079/1640846088_14395400.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 8GB DDR4 256GB SSD FHD W10 Silver,"



        Операционная система Windows 10; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 8 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",50280 сом,https://www.kivano.kg/images/product/105407/1649927193_93636000.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 8GB DDR4 256GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 8GB DDR4; накопитель 256GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",63140 сом,https://www.kivano.kg/images/product/107711/1655841273_97785200.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 20GB DDR4 512GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 20GB DDR4; накопитель 512GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",52200 сом,https://www.kivano.kg/images/product/108223/1656565264_06993100.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 1000GB HDD + 512GB SSD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Объем накопителя SSD: 512 GB; Вес: от 1.9 кг            ",53520 сом,https://www.kivano.kg/images/product/87232/1608791949_02760000.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 12GB DDR4 1000GB HDD + 256GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 12 Гб; накопитель HDD 1000 Гб + SSD 256 Гб; DVDRW нет; вес...            ",50450 сом,https://www.kivano.kg/images/product/88768/1612958374_40792200.jpg
Ноутбук Acer Aspire A315-56 Intel Core i3-1005G1 8GB DDR4 500GB HDD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1366х768; объем оперативной памяти 8 Гб; накопитель HDD 500 Гб; DVDRW нет; вес от 1.9 кг            ",39490 сом,https://www.kivano.kg/images/product/89536/1614786006_76429800.jpg
Ноутбук HP 255 G8 AMD Ryzen 5 3500U 4GB DDR4 128GB SSD FHD DOS Black,"



        Операционная система DOS; процессор AMD Ryzen 5 (4/8) 2100 - 3700 MHz; видеоадаптер Radeon Vega; экран 15.6"" TN 1920x1080; оперативная память 4 GB DDR4; накопитель SSD 128 GB; DVDRW нет;...            ",45190 сом,https://www.kivano.kg/images/product/102080/1640848729_32172300.jpg
Ноутбук Asus X509JA Intel Core i3-1005G1 12GB DDR4 256GB SSD FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i3-1005G1 (2/4) 1200-3400 MHz; оперативная память 12 GB DDR4; накопитель 256 GB SSD; экран 15.6"" TN 1920x1080; видеоадаптер Intel Graphics            ",49140 сом,https://www.kivano.kg/images/product/105408/1649927227_04705200.png
Ноутбук Dell Inspiron 3511 Intel Core i5-1135G7 16GB DDR4 128GB SSD NVIDIA MX350 FHD DOS Silver,"



        Операционная система DOS; процессор Intel Core i5-1135G7 (4/8) 2400-4200 MHz; оперативная память 16GB DDR4; накопитель 128GB SSD; экран 15.6"" WVA 1920x1080; видеоадаптер NVIDIA MX 350            ",65320 сом,https://www.kivano.kg/images/product/107712/1655841294_57557900.jpg
Ноутбук Lenovo V15 G1-IML Intel Core i5-10210U 12GB DDR4 1000GB SSD FHD DOS Gray,"



        Операционная система DOS; процессор Intel Core i5-10210U (4/8) 1600-4200 MHz; оперативная память 12GB DDR4; накопитель 1000GB SSD; экран 15.6"" IPS 1920x1080; видеоадаптер Intel Graphics            ",51680 сом,https://www.kivano.kg/images/product/108224/1656565473_79080300.jpg
Ноутбук Acer Aspire A315-55G Intel Core i3-10110U 8GB DDR4 1000GB HDD Nvidia Geforce MX230 2GB HD черный,"



        Тип: ноутбук; Процессор: Intel Core i3-10110U; Разрешение экрана: 1366x768 HD; Графический контроллер: Nvidia GeForce MX230; Объем оперативной памяти: 8 GB DDR4; Объем накопителя HDD: 1000 GB; Вес: от 1.9 кг            ",46950 сом,https://www.kivano.kg/images/product/87233/1608792045_15359600.jpg
Ноутбук Acer Extensa EX215-52 Intel Core i3-1005G1 8GB DDR4 1000GB HDD + 512GB SSD FHD DOS Black,"



        Операционная система DOS; 2х-ядерный процессор 1.2 ГГц; видеоадаптер встроенный; диагональ экрана 15.6"" TN 1920x1080; объем оперативной памяти 8 Гб; накопитель HDD 1000 Гб + SSD 512 Гб; DVDRW нет; вес...            ",49570 сом,https://www.kivano.kg/images/product/88769/1612958387_44485300.jpg
